AWJ_CODE,100000,103,盐城市,上海文博包装装潢印刷有限公司,E,24,XCX,3,26.6,M,汉,1050,4,01,FATHER,FRIENDS,2,87.721,江苏省,CONSUME,01,,30.932853649109629,121.47226416435798,ANDROID,,1
LXJ_CODE,100000,103,新余市,陈颖个人工作室,Z,90,APP,4,24.0,F,汉,2415,4,01,CHILDREN,FRIENDS,2,70,江西省,CONSUME,01,,27.812303,114.951471,ANDROID,false,0
AWJ_CODE,100000,,眉山市,四川澳欣龙建设咨询有限责任公司,Z,90,APP,3,43.2,F,汉,3260,4,01,MATE,SIBLING,1,96.66,四川省,CONSUME,01,,30.619602,104.038162,ANDROID,,0
LXJ_CODE,100000,,济源市,建业物业,Z,90,APP,4,30.8,F,汉,5663,4,01,PARENTS,FRIENDS,2,96.19,河南省,CONSUME,01,,35.11760186283975,112.53870214940011,ANDROID,,0
AWJ_CODE,100000,103,无锡市,建得五星电动车,C,24,APP,2,48.5,F,汉,4870,4,01,MATE,COLLEAGUE,1,87.876,江苏省,CONSUME,01,,31.923471856820098,120.04684110869609,ANDROID,,0
LXJ_CODE,100000,,安庆市,福州有家装饰有限公司,Z,90,APP,2,33.3,M,汉,6501,4,01,MATE,FATHER,1,98.1,安徽省,CONSUME,01,,30.278422994901445,116.14816842025792,ANDROID,,0
RONG_CODE,100000,104,吕梁市,运城学院,,,APP,4,24.9,F,汉,808,4,01,PARENTS,RELATIVES,2,70,山西省,CONSUME,01,,35.12765767989457,110.93611928810948,ANDROID,,0
LXJ_CODE,100000,,商丘市,河南至鼎生物科技有限公司,Z,90,APP,4,42.8,M,汉,4174,4,01,MATE,SIBLING,1,96.66,河南省,CONSUME,01,,30.63773997988132,103.67822164493203,ANDROID,,0
RONG_CODE,100000,,贵阳市,贵州黔厨鲜商贸有限责任公司,,,APP,2,27.2,F,布依,511,4,01,SIBLING,SIBLING,1,70,贵州省,CONSUME,01,,26.494108,106.676067,ANDROID,,0
RONG_CODE,100000,,马鞍山市,南京智萃信息技术有限公司,,,APP,3,32.0,M,汉,5278,4,01,FRIENDS,FATHER,2,70,安徽省,CONSUME,01,,40.396816,116.501461,ANDROID,,0
JY_CODE,100000,,石家庄市,河北朴薪文化传媒有限公司,R,17,XCX,4,27.8,F,汉,6875,2,01,FATHER,MOTHER,2,70,河北省,CONSUME,01,,38.042497,114.507739,ANDROID,,0
RONG_CODE,100000,,常州市,悦享麦合,,,APP,2,26.4,M,汉,381,2,01,FATHER,MOTHER,2,70,江苏省,CONSUME,01,,31.711322,119.948182,ANDROID,,0
RONG_CODE,100000,102,河池市,番禺客运公司,,,APP,2,44.6,M,壮,3470,2,01,SIBLING,SIBLING,1,70,广西壮族自治区,CONSUME,01,,22.975448,113.412962,ANDROID,,0
AWJ_CODE,100000,103,德阳市,严湛个人工作室,Z,90,APP,2,27.1,M,汉,1233,3,01,FRIENDS,MATE,,70,四川省,CONSUME,01,,31.186656664184576,121.05115793339901,ANDROID,,0
LXJ_CODE,100000,,商洛市,普利司通轮胎厂,Z,90,APP,2,23.3,M,汉,1011,4,01,SIBLING,FATHER,2,94.29,陕西省,CONSUME,01,,34.10304713294375,110.3744162113296,ANDROID,,0
