10000,102,哈密地区,中国德州亚太集团新疆办事处,Z,90,APP,2,31.4,M,汉,1366,2,,MATE,SIBLING,2,85.081,新疆维吾尔自治区,CONSUME,,12,42.87854846994707,93.45372492344167,ANDROID,false,0
10000,103,泉州市,私营业主,Z,90,APP,2,41.8,M,汉,4404,2,,MATE,COLLEAGUE,1,96.0,福建省,CONSUME,,12,25.161126704545695,118.08772804880306,ANDROID,,1
10000,,洛阳市,仁宝电子,Z,90,APP,3,31.8,M,汉,5207,2,,MATE,SIBLING,1,95.417,河南省,CONSUME,,12,31.359078,120.96683,ANDROID,false,0
10000,103,盐城市,山东济南竖仁建筑工程有限公司,E,24,XCX,2,35.6,M,汉,4295,4,,MATE,FRIENDS,1,70,江苏省,CONSUME,,12,32.73573431086833,120.6757709935264,ANDROID,,1
10000,104,青岛市,亿盛创股份有限公司,Z,90,APP,2,36.3,M,汉,7046,4,,PARENTS,FRIENDS,2,84.208,山东省,CONSUME,,12,35.642552972323439,119.71348793048469,ANDROID,,0
10000,,苏州市,苏州泰盛建设工程管理有限公司,Z,90,APP,4,31.7,M,汉,6298,2,,MATE,SIBLING,1,70,江苏省,CONSUME,,12,31.516334,121.236951,ANDROID,false,1
10000,104,周口市,河南俊天企业管理咨询有限公司,L,17,APP,3,37.0,M,汉,5023,3,,MATE,FRIENDS,1,90.104,河南省,CONSUME,,12,34.76899018022615,113.76646288971996,ANDROID,false,0
10000,102,延安市,十年羊蹄,R,17,XCX,2,36.6,M,汉,3469,4,,PARENTS,FRIENDS,1,70,陕西省,CONSUME,,12,36.028590766059025,110.15910563151041,ANDROID,,0
10000,,张家港市,江苏雅达置业有限公司,Z,90,XCX,4,37.5,M,汉,3913,4,,MATE,COLLEAGUE,1,97.5,江苏省,CONSUME,,12,31.299920741138075,120.94492860154915,ANDROID,,0
10000,,德州市,王书才个人工作室,Z,90,APP,3,42.5,M,汉,3037,3,,PARENTS,COLLEAGUE,1,70,山东省,CONSUME,,12,39.9990754358565,117.09547034475347,ANDROID,false,0
10000,105,三明市,福建耀明建设工程有限公司,E,24,APP,3,34.3,M,汉,4508,3,,PARENTS,RELATIVES,2,89.518,福建省,CONSUME,,12,26.264991,117.633834,ANDROID,,0
10000,105,澄迈县,中国人民财产保险公司,J,13,APP,3,44.6,F,汉,1294,2,,PARENTS,COLLEAGUE,1,90.62,海南省,CONSUME,,12,19.218062371286615,109.44536901345507,ANDROID,false,0
10000,,巴中市,东莞市华誉精密技术有效公司,G,13,APP,4,32.6,M,汉,6396,2,,FATHER,SIBLING,1,70,四川省,CONSUME,,12,22.780038519965277,114.13263780381945,ANDROID,,0
10000,,自贡市,保强服装批发,Z,90,APP,4,35.2,M,汉,4570,4,,MATE,FRIENDS,1,70,四川省,CONSUME,,12,28.906330962111075,105.45169878300129,ANDROID,,0
10000,102,承德市,宋亚军个人工作室,Z,90,APP,3,39.2,M,汉,3191,2,,PARENTS,FATHER,1,70,河北省,CONSUME,,12,40.356831,116.674696,ANDROID,false,0
10000,103,武汉市,武汉光迅科技股份有限公司,G,13,APP,4,31.3,M,汉,5516,4,,PARENTS,COLLEAGUE,2,90.87,湖北省,CONSUME,,12,30.646218013183508,114.1694117472311,ANDROID,false,0
10000,102,黔南布依族苗族自治州,贵州万晋置业有限公司,K,17,APP,4,30.1,F,汉,6171,4,,FATHER,RELATIVES,2,77.66904,贵州省,CONSUME,,12,26.45605977982795,106.98451170476096,ANDROID,,0
10000,,商丘市,王野公司,Z,90,XCX,2,41.3,M,汉,4520,2,,FATHER,FRIENDS,1,86.71,河南省,CONSUME,,12,28.888898,120.108813,ANDROID,false,0
10000,,临沧市,云县后箐乡卫生院,Z,90,APP,3,32.0,F,布朗,6348,2,,MATE,SIBLING,1,82.66,云南省,CONSUME,,12,24.444328,100.143212,ANDROID,false,0
10000,,阜阳市,顺丰有限运输公司,F,17,APP,2,46.7,M,汉,167,2,,MOTHER,FRIENDS,1,70,安徽省,CONSUME,,12,33.00609564887153,115.9643115234375,ANDROID,,0
10000,,红河哈尼族彝族自治州,东升装饰,Z,90,APP,2,47.2,M,汉,4473,3,,MATE,FRIENDS,1,70,云南省,CONSUME,,12,24.099588184419888,103.42313495414146,ANDROID,,1
10000,307,台州市,浙江五芳斋实业有限公司,C,24,APP,2,48.8,M,汉,5278,2,,PARENTS,FRIENDS,3,70,浙江省,CONSUME,,12,30.745606,120.720512,ANDROID,false,1
10000,,常州市,常州市天耀桶业有限公司,Z,90,APP,2,56.5,M,汉,99999,2,,PARENTS,FRIENDS,1,70,江苏省,CONSUME,,12,31.783464,119.835546,ANDROID,false,0
10000,,石家庄市,恒辉物业服务集团有限公司,Z,90,APP,3,40.9,F,汉,3896,2,,MATE,SIBLING,1,70,河北省,CONSUME,,12,38.02056178038091,114.44796065105429,ANDROID,,1
10000,403,遂宁市,黄建容个人工作室,Z,90,XCX,3,45.8,F,汉,4850,2,,PARENTS,FRIENDS,3,88.362,四川省,CONSUME,,12,30.47637548888248,104.1132952851887,ANDROID,,0
10000,,荆州市,松滋市郧城餐馆,Z,90,XCX,3,32.3,M,汉,5131,3,,MATE,FATHER,1,70,湖北省,CONSUME,,12,30.137923990885415,111.8274818250868,ANDROID,,0
10000,104,长治市,胜科水务有限公司,D,17,XCX,3,35.2,M,汉,4235,2,,PARENTS,SIBLING,1,70,山西省,CONSUME,,12,39.0194263907036,116.25499681671993,ANDROID,,1
10000,,南阳市,郑州科技学院,Z,90,XCX,4,31.0,M,汉,6242,2,,MATE,FATHER,1,96.66,河南省,CONSUME,,12,34.71712369713481,113.51052812638395,ANDROID,,0
10000,403,武汉市,诚信织带,H,54,APP,2,35.2,F,汉,6433,4,,PARENTS,FRIENDS,2,81.964,湖北省,CONSUME,,12,30.67544777881795,114.59463163768165,ANDROID,false,0
10000,104,邵阳市,杭州乐虎文化科技有限公司,C,24,XCX,2,36.3,M,汉,7006,2,,PARENTS,FRIENDS,2,70,湖南省,CONSUME,,12,31.104378066224358,121.51935376781343,ANDROID,,0
10000,,泰安市,山东热键科技有限公司,Z,90,APP,3,48.0,F,汉,855,2,,MATE,SIBLING,1,70,山东省,CONSUME,,12,36.185693,117.160176,ANDROID,false,1
10000,102,牡丹江市,北京理工大学珠海学院,P,13,APP,4,32.6,M,汉,7187,2,,FATHER,FRIENDS,2,88.43,黑龙江省,CONSUME,,12,22.40691943915824,113.56050830541777,ANDROID,false,0
10000,,安庆市,仇霖康个人工作室,Z,90,APP,3,27.3,M,汉,181,2,,MOTHER,FRIENDS,2,84.899,安徽省,CONSUME,,12,30.456685,116.324568,ANDROID,false,0
10000,,渭南市,国家电网陕西省大荔县花城路27号,Z,90,XCX,2,55.7,M,汉,99999,2,,MATE,FRIENDS,1,70,陕西省,CONSUME,,12,34.888607,109.884085,ANDROID,,0
