100000,,邵阳市,广州车格仕汽车用品有限公司,,,APP,2,23.6,M,汉,1610,2,01,PARENTS,FRIENDS,2,70,湖南省,CONSUME,01,,23.196248130294355,113.3532879322253,ANDROID,,0
100000,,临沧市,耿马忠成电子商务屋,,,XCX,3,24.4,M,傣,1238,4,01,FATHER,SIBLING,2,70,云南省,CONSUME,01,,23.553138292100694,99.40721788194445,ANDROID,,0
100000,,衢州市,九月古机械设备租赁商行,,,APP,2,45.0,M,汉,5819,4,01,MATE,FRIENDS,1,70,浙江省,CONSUME,01,,29.146805752851138,118.42948463928454,ANDROID,,0
100000,104,信阳市,都威电子,,,APP,2,25.9,M,汉,1892,2,01,FATHER,FATHER,2,70,河南省,CONSUME,01,,31.861576,119.971557,ANDROID,,0
100000,103,淮南市,滕州实验高级中学,,,APP,4,23.4,M,汉,2523,2,01,MOTHER,COLLEAGUE,2,89.408,安徽省,CONSUME,01,,35.58428,116.953491,ANDROID,,0
100000,105,红河哈尼族彝族自治州,向等生个人工作室,,,APP,2,26.6,M,汉,431,2,01,SIBLING,COLLEAGUE,2,70,云南省,CONSUME,01,,22.658624,103.084282,ANDROID,,0
100000,,六安市,中建五局,,,APP,2,29.1,M,汉,277,4,01,RELATIVES,RELATIVES,2,70,安徽省,CONSUME,01,,32.360374,119.37462,ANDROID,,0
100000,403,开封市,浙江玖鸣电子商务有限公司,,,APP,2,22.7,M,汉,2329,4,01,FATHER,SIBLING,2,94.29,河南省,CONSUME,01,,28.670611,121.354131,ANDROID,,0
100000,103,怀化市,宏阳复合厂,,,APP,4,25.1,M,汉,1630,3,01,FATHER,SIBLING,2,70,湖南省,CONSUME,01,,29.321183,120.174633,ANDROID,,0
100000,102,周口市,偃师市红安塑料厂,,,APP,4,38.4,M,汉,5140,3,01,MOTHER,FRIENDS,2,70,河南省,CONSUME,01,,34.72800646521533,112.79771497382773,ANDROID,,0
100000,102,揭阳市,隆江食品公司,,,APP,2,52.5,M,汉,3928,2,01,MATE,FRIENDS,1,70,广东省,CONSUME,01,,23.02204,116.194373,ANDROID,,0
100000,403,温州市,郑小冰个人工作室,,,APP,2,39.0,F,汉,5216,4,01,PARENTS,FRIENDS,2,90.54698,浙江省,CONSUME,01,,27.566652388116755,120.57634774231593,ANDROID,,0
100000,,大连市,大一互电力电器,,,XCX,2,22.6,F,汉,2453,2,01,MATE,COLLEAGUE,2,70,辽宁省,CONSUME,01,,31.217805,121.391332,IOS,,0
