partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
AWJ_CODE,100000,,泸州市,少林中武研学基地有限公司,Z,90.0,APP,3,24.0,M,汉,2312,4,1.0,FATHER,SIBLING,2.0,94.29,四川省,CONSUME,1.0,,34.4614098558766,113.05181452619117,ANDROID,,0
LXJ_CODE,100000,,泸州市,少林中武研学基地有限公司,Z,90.0,APP,3,24.0,M,汉,2312,4,1.0,FATHER,SIBLING,2.0,94.29,四川省,CONSUME,1.0,,34.4614098558766,113.05181452619117,ANDROID,,0
RONG_CODE,100000,,邵阳市,广州车格仕汽车用品有限公司,,,APP,2,23.6,M,汉,1610,2,1.0,PARENTS,FRIENDS,2.0,70.0,湖南省,CONSUME,1.0,,23.19624813029436,113.3532879322253,ANDROID,,0
LXJ_CODE,100000,,宜宾市,蔡华个人工作室,Z,90.0,XCX,2,36.7,M,汉,4154,2,1.0,PARENTS,OTHER,1.0,77.467,四川省,CONSUME,1.0,,28.051395423458,120.633834843893,ANDROID,False,0
JY_CODE,100000,105.0,延边朝鲜族自治州,方娜个人工作室,Z,90.0,APP,2,25.3,F,朝鲜,3028,4,1.0,MATE,FATHER,2.0,70.0,吉林省,CONSUME,1.0,,28.595725717553577,120.99287206674798,ANDROID,,0
LXJ_CODE,100000,105.0,张家界市,止舍梓里度假名宿,Z,90.0,APP,3,38.0,M,汉,5288,2,1.0,FATHER,SIBLING,3.0,79.35,湖南省,CONSUME,1.0,,29.312316,110.477357,ANDROID,False,0
RONG_CODE,100000,,临沧市,耿马忠成电子商务屋,,,XCX,3,24.4,M,傣,1238,4,1.0,FATHER,SIBLING,2.0,70.0,云南省,CONSUME,1.0,,23.55313829210069,99.40721788194443,ANDROID,,0
AWJ_CODE,100000,105.0,庆阳市,庆阳市通力职业培训学校,P,13.0,APP,3,49.1,M,汉,4539,4,1.0,MATE,SIBLING,1.0,88.943,甘肃省,CONSUME,1.0,,35.75514195707301,107.64864023379388,ANDROID,,0
LXJ_CODE,100000,105.0,庆阳市,庆阳市通力职业培训学校,P,13.0,APP,3,49.1,M,汉,4539,4,1.0,MATE,SIBLING,1.0,88.943,甘肃省,CONSUME,1.0,,35.75514195707301,107.64864023379388,ANDROID,False,0
RONG_CODE,100000,,衢州市,九月古机械设备租赁商行,,,APP,2,45.0,M,汉,5819,4,1.0,MATE,FRIENDS,1.0,70.0,浙江省,CONSUME,1.0,,29.146805752851137,118.42948463928454,ANDROID,,0
RONG_CODE,100000,104.0,信阳市,都威电子,,,APP,2,25.9,M,汉,1892,2,1.0,FATHER,FATHER,2.0,70.0,河南省,CONSUME,1.0,,31.861576,119.971557,ANDROID,,0
LXJ_CODE,100000,104.0,信阳市,都威电子,Z,90.0,APP,2,25.9,M,汉,1892,2,1.0,FATHER,FATHER,2.0,70.0,河南省,CONSUME,1.0,,31.861576,119.971557,ANDROID,False,0
LXJ_CODE,100000,,昭通市,云南建投,Z,90.0,APP,2,22.4,M,汉,1703,4,1.0,FATHER,SIBLING,2.0,100.0,云南省,CONSUME,1.0,,26.89957613918913,112.57844721325992,ANDROID,,0
RONG_CODE,100000,103.0,淮南市,滕州实验高级中学,,,APP,4,23.4,M,汉,2523,2,1.0,MOTHER,COLLEAGUE,2.0,89.408,安徽省,CONSUME,1.0,,35.58428,116.953491,ANDROID,,0
LXJ_CODE,100000,,肇庆市,佛山市齐铸金属制品有限公司,Z,90.0,APP,2,45.0,M,汉,3988,2,1.0,FATHER,FRIENDS,3.0,94.29,广东省,CONSUME,1.0,,24.042738459654306,111.98425782370931,ANDROID,,0
LXJ_CODE,100000,403.0,文昌市,海南广播电视台,R,17.0,APP,4,34.2,M,汉,542,2,1.0,MATE,FRIENDS,1.0,70.0,海南省,CONSUME,1.0,,19.999888,110.325185,ANDROID,False,0
AWJ_CODE,100000,102.0,滨州市,山东金海龙客车销售有限公司,H,54.0,APP,4,33.5,M,汉,53,2,1.0,FATHER,MOTHER,2.0,70.0,山东省,CONSUME,1.0,,36.699491,117.200728,ANDROID,,0
AWJ_CODE,100000,104.0,玉林市,李鹏龙个人工作室,Z,90.0,APP,2,37.3,M,汉,6074,2,1.0,COLLEAGUE,COLLEAGUE,1.0,89.432,广西壮族自治区,CONSUME,1.0,,22.847183,113.857248,ANDROID,,0
LXJ_CODE,100000,,武汉市,宝丰派出所,S,11.0,APP,4,36.1,M,汉,4994,2,1.0,FATHER,COLLEAGUE,1.0,87.76068,湖北省,CONSUME,2.0,,30.618125687257614,114.26988895025046,ANDROID,False,0
RONG_CODE,100000,105.0,红河哈尼族彝族自治州,向等生个人工作室,,,APP,2,26.6,M,汉,431,2,1.0,SIBLING,COLLEAGUE,2.0,70.0,云南省,CONSUME,1.0,,22.658624,103.084282,ANDROID,,0
RONG_CODE,100000,,六安市,中建五局,,,APP,2,29.1,M,汉,277,4,1.0,RELATIVES,RELATIVES,2.0,70.0,安徽省,CONSUME,1.0,,32.360374,119.37462,ANDROID,,0
LXJ_CODE,100000,,六安市,中建五局,Z,90.0,APP,2,29.1,M,汉,277,4,1.0,PARENTS,RELATIVES,2.0,70.0,安徽省,CONSUME,1.0,,32.360374,119.37462,ANDROID,False,0
RONG_CODE,100000,403.0,开封市,浙江玖鸣电子商务有限公司,,,APP,2,22.7,M,汉,2329,4,1.0,FATHER,SIBLING,2.0,94.29,河南省,CONSUME,1.0,,28.670611,121.354131,ANDROID,,0
AWJ_CODE,100000,,毕节市,广州兹达生物科技有限公司,Z,90.0,APP,2,23.8,M,苗,1948,2,1.0,FATHER,FRIENDS,2.0,80.0,贵州省,CONSUME,1.0,,22.81464216101328,113.85229428194368,ANDROID,,0
LXJ_CODE,100000,,毕节市,广州兹达生物科技有限公司,Z,90.0,APP,2,23.8,M,苗,1948,2,1.0,FATHER,FRIENDS,2.0,80.0,贵州省,CONSUME,1.0,,22.81464216101328,113.85229428194368,ANDROID,,0
RONG_CODE,100000,103.0,怀化市,宏阳复合厂,,,APP,4,25.1,M,汉,1630,3,1.0,FATHER,SIBLING,2.0,70.0,湖南省,CONSUME,1.0,,29.321183,120.174633,ANDROID,,0
AWJ_CODE,100000,302.0,南通市,上海利柏特工程技术有限公司,Z,90.0,APP,4,39.5,F,汉,4885,3,1.0,COLLEAGUE,FRIENDS,1.0,70.0,江苏省,CONSUME,1.0,,31.11570449814639,121.58719572824306,ANDROID,,0
RONG_CODE,100000,102.0,周口市,偃师市红安塑料厂,,,APP,4,38.4,M,汉,5140,3,1.0,MOTHER,FRIENDS,2.0,70.0,河南省,CONSUME,1.0,,34.72800646521533,112.79771497382772,ANDROID,,0
AWJ_CODE,100000,105.0,新乡市,文文化妆品有限公司,C,24.0,APP,3,29.6,F,汉,160,2,1.0,SIBLING,MOTHER,2.0,70.0,河南省,CONSUME,1.0,,31.4564085240058,121.36483868763464,ANDROID,,0
XYF_CODE,10000,105.0,新乡市,文文化妆品有限公司,C,24.0,APP,3,29.6,F,汉,160,2,,SIBLING,MOTHER,2.0,70.0,河南省,CONSUME,,12.0,31.4564085240058,121.36483868763464,ANDROID,False,0
AWJ_CODE,100000,102.0,扬州市,鸿泉制衣,C,24.0,XCX,2,39.6,F,汉,4184,4,1.0,MATE,FRIENDS,1.0,70.0,江苏省,CONSUME,1.0,,32.81537000868055,119.45785970052084,ANDROID,,1
AWJ_CODE,100000,102.0,九江市,湘泽交电有限公司个体,Z,90.0,XCX,3,27.3,M,汉,1236,4,1.0,FATHER,COLLEAGUE,2.0,86.964,江西省,CONSUME,1.0,,28.68127010078851,113.61359360890977,ANDROID,,0
LXJ_CODE,100000,102.0,九江市,湘泽交电有限公司个体,Z,90.0,XCX,3,27.3,M,汉,1236,4,1.0,FATHER,COLLEAGUE,2.0,86.964,江西省,CONSUME,1.0,,28.68127010078851,113.61359360890977,ANDROID,,0
RONG_CODE,100000,102.0,揭阳市,隆江食品公司,,,APP,2,52.5,M,汉,3928,2,1.0,MATE,FRIENDS,1.0,70.0,广东省,CONSUME,1.0,,23.02204,116.194373,ANDROID,,0
