HXQB_CODE,100000,102,厦门市,厦门宾捷汽车有限公司,C,24,APP,4,33.7,M,汉,4675,3,01,FATHER,FRIENDS,2,79.731445,福建省,CONSUME,01,,-37.87744399808783,145.1642750712293,ANDROID,,1
RONG_CODE,100000,,西安市,西安银行股份有限公司,,,APP,4,32.7,M,汉,5532,4,01,MOTHER,FRIENDS,1,70,陕西省,CONSUME,01,,34.315087,108.735781,ANDROID,,0
RONG_CODE,100000,105,安庆市,上海互诺信息技术有限公司,,,APP,4,32.3,M,汉,5233,2,01,PARENTS,FRIENDS,2,70,安徽省,CONSUME,01,,31.394331486408505,121.36140026561213,ANDROID,,0
RONG_CODE,100000,,揭阳市,中软国际科技技术服务有限公司,,,APP,3,24.9,M,汉,1084,2,01,FRIENDS,FRIENDS,2,87.027,广东省,CONSUME,01,,22.878723,113.918737,ANDROID,,0
HXQB_CODE,100000,,揭阳市,中软国际科技技术服务有限公司,Z,90,APP,3,24.9,M,汉,1084,2,01,FRIENDS,FRIENDS,2,87.027,广东省,CONSUME,01,,22.878723,113.918737,ANDROID,,0
RONG_CODE,100000,104,宜春市,贞观养生会所,,,APP,2,35.8,F,汉,3824,2,01,FRIENDS,FRIENDS,3,70,江西省,CONSUME,01,,29.503341324250497,108.74662763608753,ANDROID,,0
LXJ_CODE,100000,,咸宁市,自由职业,Z,90,APP,3,45.7,F,汉,1033,4,01,FATHER,OTHER,2,70,湖北省,CONSUME,01,,29.562499,113.722194,ANDROID,false,0
RONG_CODE,100000,,宿迁市,沭阳县第一人民医院,,,XCX,4,25.9,F,汉,1392,3,01,RELATIVES,COLLEAGUE,2,82.842,江苏省,CONSUME,01,,34.10933648003472,118.79689887152777,ANDROID,,0
RONG_CODE,100000,102,北京市,国勇便利店,,,APP,4,37.2,F,汉,3530,2,01,MATE,RELATIVES,1,75.340836,北京市,CONSUME,02,,36.62251758033185,114.4532517915625,ANDROID,,0
AWJ_CODE,100000,,南充市,个体工商户,Z,90,APP,3,25.5,M,汉,1219,2,01,MOTHER,FRIENDS,2,70,四川省,CONSUME,01,,31.541457,104.552085,ANDROID,,0
AWJ_CODE,100000,102,昆明市,云南省铁路总公司,F,17,APP,4,42.4,M,汉,4014,4,01,OTHER,OTHER,1,78.70215,云南省,CONSUME,01,,25.08805781406612,102.66989546468467,ANDROID,,0
AWJ_CODE,100000,,河源市,罗宝健个人工作室,Z,90,APP,4,38.0,M,汉,6344,4,01,FRIENDS,FRIENDS,1,70,广东省,CONSUME,01,,24.44819157428238,114.9556083787146,ANDROID,,0
AWJ_CODE,100000,102,巴中市,成都雅菲讯科技有限公司,G,13,APP,2,40.2,M,汉,6755,2,01,FATHER,SIBLING,1,87.144,四川省,CONSUME,01,,30.648197,104.065047,ANDROID,,1
