100000,102,台州市,壹号装饰公司,,,APP,2,41.7,M,汉,3865,3,01,MATE,CHILDREN,1,70,浙江省,CONSUME,01,,28.388000519300865,121.37226238458467,ANDROID,,0
100000,103,宿迁市,兴盟包装有限公司,,,XCX,2,22.8,M,汉,1951,2,01,FATHER,FRIENDS,2,70,江苏省,CONSUME,01,,32.163058810763886,119.84915825737848,ANDROID,,0
100000,,广安市,北京中科软科技有限公司,,,APP,3,31.0,M,汉,6610,2,01,MOTHER,FRIENDS,2,88.706,四川省,CONSUME,01,,30.629352,104.147315,ANDROID,,0
100000,,黔东南苗族侗族自治州,佛山市时凯塑料科技有限公司,,,APP,2,24.6,M,苗,2516,2,01,SIBLING,RELATIVES,1,70,贵州省,CONSUME,01,,23.108708,112.921991,ANDROID,,0
100000,,邯郸市,北京一棒棒唐东坝体育发展有限公司,,,XCX,4,30.4,M,汉,60,4,01,MATE,FRIENDS,1,81.419,河北省,CONSUME,01,,39.95462212456597,116.54200927734375,ANDROID,,0
100000,104,泉州市,天朝上品,,,APP,3,38.7,M,汉,4117,3,01,SIBLING,FATHER,1,70,福建省,CONSUME,01,,25.074007614137416,118.23740983206582,ANDROID,,0
100000,105,茂名市,殷海清个人工作室,,,APP,4,30.3,F,汉,5727,4,01,MATE,FATHER,1,70,广东省,CONSUME,01,,21.609876707743188,110.58465921248907,ANDROID,,0
100000,102,重庆市,重庆重型汽车集团专用汽车有限责任公司,,,APP,3,33.8,M,汉,5695,2,01,FATHER,MATE,1,70,重庆市,CONSUME,01,,29.552666,106.480526,ANDROID,,0
100000,,荆州市,上海付曾贸易有限公司,,,APP,2,32.1,M,汉,73,4,01,COLLEAGUE,MOTHER,1,70,湖北省,CONSUME,01,,29.905370398613137,112.086080207765889,ANDROID,,0
100000,,台州市,海南工艺品,,,XCX,3,40.8,M,汉,3431,4,01,MATE,SIBLING,1,70,浙江省,CONSUME,01,,18.28247065939142,109.49933338408236,ANDROID,,0
