partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
HXQB_CODE,100000.0,302.0,重庆市,北京聚睿智能科技有限公司,G,13.0,APP,3.0,33.3,F,汉,5961.0,3.0,1.0,RELATIVES,MOTHER,2.0,81.25,重庆市,CONSUME,1.0,,41.75053873482251,123.2556817796205,ANDROID,,0
LXJ_CODE,100000.0,308.0,广州市,广州裕发家具有限公司,Z,90.0,XCX,2.0,30.9,M,汉,6883.0,3.0,,PARENTS,FATHER,2.0,83.313,广东省,CONSUME,1.0,,23.276646592881946,113.79299262152776,ANDROID,,0
AWJ_CODE,100000.0,,凉山彝族自治州,沙马伍各个人工作室,Z,90.0,APP,3.0,23.5,M,彝,1974.0,2.0,1.0,MATE,SIBLING,1.0,97.15,四川省,CONSUME,1.0,,28.385902458112028,102.34115209263216,ANDROID,,0
HXQB_CODE,100000.0,102.0,遂宁市,苏州日立电线有限公司,C,24.0,APP,4.0,44.3,F,汉,767.0,2.0,1.0,MATE,FRIENDS,1.0,70.0,四川省,CONSUME,1.0,,31.23795993522365,120.44096937361256,ANDROID,,0
HXQB_CODE,100000.0,105.0,成都市,粱油酒公司,Z,90.0,XCX,4.0,25.8,F,汉,1111.0,4.0,1.0,MOTHER,FRIENDS,1.0,88.172,四川省,CONSUME,1.0,,26.67494546406163,105.79059368016895,IOS,,0
AWJ_CODE,100000.0,307.0,天津市,天津捷锐汽车销售有限公司,Z,90.0,XCX,4.0,36.3,M,汉,4281.0,4.0,1.0,PARENTS,FRIENDS,,70.0,天津市,CONSUME,1.0,,38.86382381696554,117.49456464336642,ANDROID,,0
LXJ_CODE,100000.0,103.0,成都市,成都玉泉科技有限责任公司,G,13.0,APP,3.0,39.0,M,汉,3377.0,2.0,1.0,MOTHER,SIBLING,2.0,70.0,四川省,CONSUME,1.0,,30.669007,104.079938,ANDROID,False,0
AWJ_CODE,100000.0,105.0,赣州市,杭州市伊呐芙服饰,Z,90.0,APP,2.0,34.8,F,汉,132.0,4.0,1.0,MATE,FRIENDS,1.0,70.0,江西省,CONSUME,1.0,,30.280405065311427,119.98588694926111,ANDROID,,0
LXJ_CODE,100000.0,,襄阳市,北京拉斐特城堡酒店有限公司,I,54.0,APP,4.0,43.8,M,汉,915.0,4.0,1.0,FATHER,COLLEAGUE,1.0,70.0,湖北省,CONSUME,1.0,,39.99189724392361,116.42241265190972,ANDROID,,0
LXJ_CODE,100000.0,103.0,衡水市,河北政通金属制品有限公司,Z,90.0,APP,4.0,34.3,M,汉,143.0,4.0,1.0,MATE,FRIENDS,1.0,70.0,河北省,CONSUME,1.0,,37.795966,115.894987,ANDROID,False,0
