partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
AWJ_CODE,100000.0,,中山市,中山市水利水电勘测设计咨询有限公司,L,17.0,XCX,3.0,30.2,M,汉,6123.0,2.0,,SIBLING,COLLEAGUE,2.0,70.0,广东省,CONSUME,1.0,,22.437032335069443,113.3308132595486,ANDROID,,0
AWJ_CODE,100000.0,,阜阳市,佳宇装饰,Z,90.0,APP,2.0,25.5,M,汉,1372.0,2.0,1.0,MATE,FRIENDS,1.0,96.66,安徽省,CONSUME,1.0,,33.07197707631058,115.6394214561752,ANDROID,,0
LXJ_CODE,100000.0,,阜阳市,佳宇装饰,Z,90.0,APP,2.0,25.5,M,汉,1372.0,2.0,1.0,MATE,FRIENDS,1.0,96.66,安徽省,CONSUME,1.0,,33.07197707631058,115.6394214561752,ANDROID,,0
LXJ_CODE,100000.0,,东莞市,陈嘉裕个人工作室,Z,90.0,APP,4.0,22.8,M,满,2381.0,2.0,1.0,FATHER,FATHER,2.0,94.29,广东省,CONSUME,1.0,,22.913678045074985,113.62705504488775,ANDROID,,0
LXJ_CODE,100000.0,,沈阳市,沈阳市仁济医院,Z,90.0,APP,4.0,29.9,F,汉,7048.0,2.0,1.0,MATE,MOTHER,1.0,89.16634,辽宁省,CONSUME,1.0,,41.821804,123.69855,ANDROID,False,0
AWJ_CODE,100000.0,102.0,商丘市,申通快递,F,17.0,APP,2.0,38.2,M,汉,4038.0,4.0,1.0,MATE,COLLEAGUE,1.0,70.0,河南省,CONSUME,1.0,,31.811045,120.361928,ANDROID,,0
LXJ_CODE,100000.0,,南安市,厦门市拙雅科技有限公司,G,13.0,XCX,3.0,35.1,F,汉,4160.0,3.0,,MATE,RELATIVES,1.0,70.0,福建省,CONSUME,1.0,,24.48577501085069,118.18270887586806,ANDROID,,0
AWJ_CODE,100000.0,,运城市,广州太二酸菜鱼南昌分公司,H,54.0,APP,4.0,26.8,M,汉,1676.0,4.0,1.0,FATHER,FRIENDS,2.0,70.0,山西省,CONSUME,1.0,,34.702797,110.899992,ANDROID,,0
HXQB_CODE,100000.0,102.0,广州市,广州市伙记餐饮管理有限公司,I,54.0,APP,4.0,38.4,F,汉,3478.0,3.0,1.0,MATE,SIBLING,1.0,76.537285,广东省,CONSUME,1.0,,23.118762391607444,113.27007815697348,ANDROID,,0
AWJ_CODE,100000.0,105.0,丽江市,丽江玉龙县玖恒广告制作有限责任公司,R,17.0,APP,3.0,41.0,M,白,5128.0,4.0,1.0,MOTHER,MATE,1.0,70.0,云南省,CONSUME,2.0,,26.840671545577,100.229156492769,ANDROID,,0
