partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
AWJ_CODE,100000.0,103.0,泸州市,广州汤夫人餐饮有限公司,I,54.0,APP,2.0,31.7,M,汉,779.0,2.0,1.0,FATHER,FATHER,2.0,70.0,四川省,CONSUME,1.0,,23.00543560380589,113.2835542227903,ANDROID,,0
LXJ_CODE,100000.0,,天水市,烟台轨迹网络有限公司,G,13.0,APP,4.0,29.1,M,汉,628.0,2.0,1.0,FATHER,MOTHER,2.0,70.0,甘肃省,CONSUME,1.0,,31.534431,120.357912,ANDROID,False,0
AWJ_CODE,100000.0,105.0,南通市,上海华淼文化传媒有限公司,R,17.0,APP,3.0,35.4,M,汉,70.0,2.0,1.0,FATHER,COLLEAGUE,2.0,88.723,江苏省,CONSUME,1.0,,31.23352659429051,121.42652042142558,ANDROID,,0
AWJ_CODE,100000.0,102.0,河源市,房地产销售有限公司,Z,90.0,APP,3.0,22.2,M,汉,2304.0,3.0,1.0,FATHER,FRIENDS,2.0,70.0,广东省,CONSUME,1.0,,22.727848,114.25519,ANDROID,,0
LXJ_CODE,100000.0,103.0,绍兴市,亲民消防有限公司,S,11.0,APP,2.0,25.2,M,汉,288.0,4.0,1.0,PARENTS,RELATIVES,2.0,76.35351,浙江省,CONSUME,1.0,,29.960846669500416,120.58795222415996,ANDROID,False,0
LXJ_CODE,100000.0,306.0,东莞市,东莞市高田汽车服务有限公司,O,17.0,APP,3.0,34.5,F,汉,4310.0,4.0,,MATE,FRIENDS,1.0,70.0,广东省,CONSUME,1.0,,22.879161670576167,113.8342910717325,ANDROID,False,0
LXJ_CODE,100000.0,,莆田市,姚红云个人工作室,Z,90.0,APP,2.0,53.7,F,汉,3264.0,2.0,1.0,MATE,CHILDREN,1.0,99.46,福建省,CONSUME,1.0,,25.48067569472929,119.12467353531794,ANDROID,,0
AWJ_CODE,100000.0,,深圳市,深圳苏菲科技有限公司,Z,90.0,APP,4.0,35.6,F,汉,5760.0,4.0,1.0,SIBLING,FATHER,2.0,86.66,广东省,CONSUME,1.0,,22.57073850348997,114.11605654230728,ANDROID,,0
LXJ_CODE,100000.0,105.0,自贡市,重庆印象火锅,Z,90.0,XCX,3.0,32.2,M,汉,512.0,3.0,1.0,RELATIVES,FATHER,1.0,70.0,四川省,CONSUME,1.0,,26.606080729166667,106.62959771050348,ANDROID,,0
YXM_CODE,,,汕头市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
LXJ_CODE,100000.0,105.0,阜阳市,颍上县夏桥镇中心学校,P,13.0,APP,4.0,38.5,M,汉,6525.0,3.0,1.0,FATHER,MOTHER,1.0,91.374,安徽省,CONSUME,1.0,,31.745643,117.28508,ANDROID,False,0
AWJ_CODE,100000.0,105.0,阜阳市,颍上县夏桥镇中心学校,P,13.0,APP,4.0,38.5,M,汉,6525.0,3.0,1.0,FATHER,MOTHER,1.0,91.374,安徽省,CONSUME,1.0,,31.745643,117.28508,ANDROID,,1
LXJ_CODE,100000.0,,内江市,周远康个人工作室,Z,90.0,APP,2.0,22.9,M,汉,1619.0,2.0,1.0,PARENTS,COLLEAGUE,2.0,99.05,四川省,CONSUME,1.0,,29.782470813888708,104.85692278777992,ANDROID,,0
LXJ_CODE,100000.0,,宿迁市,饿了么蜂鸟配送,Z,90.0,APP,3.0,25.1,M,汉,1837.0,4.0,1.0,PARENTS,COLLEAGUE,2.0,96.2,江苏省,CONSUME,1.0,,33.71647933680099,118.70229245689836,ANDROID,,0
AWJ_CODE,100000.0,,菏泽市,单县光明电力,Z,90.0,APP,4.0,54.0,M,汉,3229.0,2.0,1.0,MATE,FRIENDS,1.0,96.66,山东省,CONSUME,1.0,,34.58120715013846,115.865704344647,ANDROID,,0
LXJ_CODE,100000.0,,泰安市,山东云谷建筑工程有限公司,Z,90.0,APP,3.0,37.5,M,汉,4178.0,2.0,1.0,MOTHER,SIBLING,1.0,87.90049,山东省,CONSUME,1.0,,36.24537,117.17824,ANDROID,False,0
AWJ_CODE,100000.0,,上海市,上海臻友设备工程技术有限公司,Z,90.0,APP,4.0,38.7,M,汉,3432.0,4.0,1.0,MATE,FRIENDS,1.0,95.0,上海市,CONSUME,1.0,,30.84271429422181,121.01560449432716,ANDROID,,0
LXJ_CODE,100000.0,,上海市,上海臻友设备工程技术有限公司,Z,90.0,APP,4.0,38.7,M,汉,3432.0,4.0,1.0,MATE,FRIENDS,1.0,95.0,上海市,CONSUME,1.0,,30.84271429422181,121.01560449432716,ANDROID,,0
AWJ_CODE,100000.0,307.0,昆明市,颐合居火锅,Z,90.0,XCX,2.0,30.1,F,汉,1204.0,4.0,,FRIENDS,SIBLING,1.0,82.043,云南省,CONSUME,3.0,,24.679068467881944,102.7584738498264,ANDROID,,0
