,,苏州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,广元市,,,,,,,,,,,,,,,,四川省,,,,,,,,1
,,太原市,,,,,,,,,,,,,,,,山西省,,,,,,,,1
,,南平市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,铁岭市,,,,,,,,,,,,,,,,辽宁省,,,,,,,,0
,,杭州市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
,,佛山市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,六安市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,菏泽市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,东莞市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,北京市,,,,,,,,,,,,,,,,北京市,,,,,,,,0
,,深圳市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,曲靖市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,自贡市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,江门市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,钦州市,,,,,,,,,,,,,,,,广西壮族自治区,,,,,,,,0
,,长沙市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,永州市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,深圳市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,黄冈市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,成都市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,池州市,,,,,,,,,,,,,,,,安徽省,,,,,,,,1
,,重庆市,,,,,,,,,,,,,,,,重庆市,,,,,,,,0
,,玉溪市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,邯郸市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,常州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,茂名市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,昆明市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,滁州市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,长春市,,,,,,,,,,,,,,,,吉林省,,,,,,,,0
,,上海市,,,,,,,,,,,,,,,,上海市,,,,,,,,0
,,西双版纳傣族自治州,,,,,,,,,,,,,,,,云南省,,,,,,,,1
,,毕节市,,,,,,,,,,,,,,,,贵州省,,,,,,,,0
,,毕节市,,,,,,,,,,,,,,,,贵州省,,,,,,,,0
,,南充市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,保山市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,廊坊市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,保定市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,泉州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,濮阳市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,重庆市,,,,,,,,,,,,,,,,重庆市,,,,,,,,0
,,潜江市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,温州市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
,,商洛市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
,,西安市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
,,眉山市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,吕梁市,,,,,,,,,,,,,,,,山西省,,,,,,,,0
,,池州市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,贺州市,,,,,,,,,,,,,,,,广西壮族自治区,,,,,,,,0
,,太原市,,,,,,,,,,,,,,,,山西省,,,,,,,,0
,,齐齐哈尔市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,黄石市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,汕头市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,河源市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,潮州市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,福州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,松原市,,,,,,,,,,,,,,,,吉林省,,,,,,,,0
,,渭南市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
,,仙桃市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,宝鸡市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
,,玉林市,,,,,,,,,,,,,,,,广西壮族自治区,,,,,,,,0
,,廊坊市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,武汉市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,周口市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,淄博市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,泉州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,深圳市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,富锦市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,扬州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,1
,,南充市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,北京市,,,,,,,,,,,,,,,,北京市,,,,,,,,0
,,平顶山市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,丽水市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
,,长春市,,,,,,,,,,,,,,,,吉林省,,,,,,,,0
,,吉安市,,,,,,,,,,,,,,,,江西省,,,,,,,,0
,,丽水市,,,,,,,,,,,,,,,,浙江省,,,,,,,,1
,,大理白族自治州,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,齐齐哈尔市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,扬州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,天津市,,,,,,,,,,,,,,,,天津市,,,,,,,,0
,,渭南市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
,,娄底市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,揭阳市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,哈尔滨市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,1
,,牡丹江市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,潍坊市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,连云港市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,苏州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,合肥市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,成都市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,长沙市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,承德市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,渭南市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
,,平顶山市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,怒江傈僳族自治州,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,邢台市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,六安市,,,,,,,,,,,,,,,,安徽省,,,,,,,,1
,,齐齐哈尔市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,广安市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,唐山市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,天津市,,,,,,,,,,,,,,,,天津市,,,,,,,,0
,,怀化市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,大理白族自治州,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,滨州市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,长春市,,,,,,,,,,,,,,,,吉林省,,,,,,,,0
,,台州市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
,,文山壮族苗族自治州,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,抚顺市,,,,,,,,,,,,,,,,辽宁省,,,,,,,,0
,,石嘴山市,,,,,,,,,,,,,,,,宁夏回族自治区,,,,,,,,0
,,昆明市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,苏州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,武汉市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,南京市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,商洛市,,,,,,,,,,,,,,,,陕西省,,,,,,,,1
,,南京市,,,,,,,,,,,,,,,,江苏省,,,,,,,,1
