partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
LXJ_CODE,100000.0,,乐山市,延长石油科研中心,Z,90.0,APP,2.0,53.8,F,汉,878.0,2.0,1.0,MATE,COLLEAGUE,1.0,89.16,四川省,CONSUME,1.0,,28.92754345317615,103.4839846264593,ANDROID,,0
LXJ_CODE,100000.0,103.0,玉林市,南宁东运制版有限公司,C,24.0,APP,2.0,37.9,M,汉,5408.0,2.0,1.0,FATHER,MOTHER,1.0,93.659,广西壮族自治区,CONSUME,2.0,,22.611603,110.18103,ANDROID,False,0
AWJ_CODE,100000.0,301.0,宿迁市,广州市依棵服饰有限公司,C,24.0,APP,3.0,46.1,M,汉,502.0,3.0,,MATE,COLLEAGUE,1.0,100.0,江苏省,CONSUME,2.0,,22.98557813106757,113.362205869579,ANDROID,,0
JY_CODE,100000.0,,长春市,町洋机电中国有限,Z,90.0,APP,3.0,33.7,F,汉,5506.0,2.0,1.0,PARENTS,SIBLING,1.0,70.0,吉林省,CONSUME,1.0,,31.238747,121.059773,ANDROID,,0
LXJ_CODE,100000.0,104.0,信阳市,贵州钰祥矿业有限公司,C,24.0,APP,2.0,33.6,M,汉,138.0,4.0,1.0,FATHER,COLLEAGUE,1.0,70.0,河南省,CONSUME,1.0,,27.532963,106.632283,ANDROID,False,0
AWJ_CODE,100000.0,105.0,资阳市,上海全筑装饰公司,E,24.0,APP,2.0,32.9,M,汉,5955.0,4.0,1.0,FRIENDS,FRIENDS,2.0,70.0,四川省,CONSUME,1.0,,30.71029622036852,103.85238844368892,ANDROID,,0
LXJ_CODE,100000.0,403.0,德州市,董文华个人工作室,Z,90.0,APP,2.0,24.0,F,汉,1013.0,4.0,1.0,MOTHER,SIBLING,2.0,70.0,山东省,CONSUME,1.0,,36.69455724160776,117.02767712077952,ANDROID,False,0
JY_CODE,100000.0,,南充市,上海祐瑾网络科技有限公司,C,24.0,XCX,3.0,34.2,M,汉,4569.0,4.0,1.0,MATE,FRIENDS,2.0,70.0,四川省,CONSUME,1.0,,31.098736873151665,121.2713459645404,ANDROID,,0
LXJ_CODE,100000.0,105.0,大同市,刘广华个人工作室,Z,90.0,APP,2.0,49.8,F,汉,2163.0,4.0,1.0,MOTHER,RELATIVES,2.0,96.21,山西省,CONSUME,2.0,,40.0748464210556,113.30294635583664,ANDROID,False,0
LXJ_CODE,100000.0,,江门市,广东冠捷建筑公司,E,24.0,APP,3.0,34.6,M,汉,6040.0,2.0,1.0,MATE,COLLEAGUE,1.0,70.0,广东省,CONSUME,2.0,,22.687179,113.006386,ANDROID,False,0
