partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
JY_CODE,100000,,龙岩市,辉煌礼服,Z,90.0,APP,2,27.1,M,汉,139,2,1.0,MATE,FRIENDS,1.0,96.66,福建省,CONSUME,1.0,,25.42170288165612,116.57701003016832,ANDROID,,0
LXJ_CODE,100000,,龙岩市,辉煌礼服,Z,90.0,APP,2,27.1,M,汉,139,2,1.0,MATE,FRIENDS,1.0,96.66,福建省,CONSUME,1.0,,25.42170288165612,116.57701003016832,ANDROID,,0
JY_CODE,100000,,菏泽市,山东邦航建筑工程有限公司,Z,90.0,APP,2,40.8,M,汉,4100,4,1.0,MATE,FRIENDS,1.0,94.29,山东省,CONSUME,1.0,,35.45809387721752,116.0936359830518,ANDROID,,0
AWJ_CODE,100000,,巴中市,瑞幸咖啡,I,54.0,APP,4,24.8,F,汉,1001,4,,MOTHER,FRIENDS,2.0,70.0,四川省,CONSUME,1.0,,31.874322,106.761578,ANDROID,,0
AWJ_CODE,100000,,周口市,刘梦强个人工作室,Z,90.0,APP,3,22.5,M,汉,2450,2,1.0,FATHER,SIBLING,2.0,94.29,河南省,CONSUME,1.0,,33.69980274234135,115.5171272220134,ANDROID,,0
AWJ_CODE,100000,,昆明市,昆明博广盛建筑工程有限公司,Z,90.0,APP,2,47.9,M,汉,4809,4,1.0,MATE,OTHER,2.0,70.0,云南省,CONSUME,1.0,,25.698405377731625,103.04182589865596,ANDROID,,0
AWJ_CODE,100000,,芜湖市,上海上苑景观设计工程有限公司,Z,90.0,APP,4,41.6,M,汉,1653,4,1.0,SIBLING,FRIENDS,2.0,96.2,安徽省,CONSUME,1.0,,30.90167117441105,121.50792756636189,ANDROID,,0
LXJ_CODE,100000,,茂名市,广州富丽雅实业有限公司,C,24.0,APP,4,39.9,M,汉,2246,2,1.0,FATHER,FRIENDS,2.0,70.0,广东省,CONSUME,1.0,,23.268573,113.330678,ANDROID,False,0
LXJ_CODE,100000,,曲靖市,云南建投,Z,90.0,APP,2,51.1,M,汉,1412,2,1.0,MATE,CHILDREN,1.0,97.15,云南省,CONSUME,1.0,,25.05595607689735,103.7694686326914,ANDROID,,0
AWJ_CODE,100000,,黔东南苗族侗族自治州,安吉钱鑫理发店,H,54.0,APP,2,37.6,F,苗,4134,3,1.0,MATE,FRIENDS,1.0,70.0,贵州省,CONSUME,1.0,,30.64962415981609,119.67922065023384,ANDROID,,0
AWJ_CODE,100000,102.0,连云港市,江苏省赣榆县墩尚镇刘湾村刘口五队592号,C,24.0,APP,4,27.5,F,汉,6795,4,1.0,FATHER,FRIENDS,2.0,88.695,江苏省,CONSUME,1.0,,34.731547,119.139594,ANDROID,,0
LXJ_CODE,100000,102.0,唐山市,九江线材,Z,90.0,XCX,4,27.8,M,汉,2094,3,,FATHER,SIBLING,2.0,89.772,河北省,CONSUME,1.0,,39.99328247694914,118.7096926230388,ANDROID,,0
AWJ_CODE,100000,,聊城市,济南超意兴,Z,90.0,APP,4,24.8,M,汉,1743,2,1.0,FATHER,SIBLING,2.0,98.1,山东省,CONSUME,1.0,,36.60715787552469,116.96123561408768,ANDROID,,0
LXJ_CODE,100000,,开封市,开封市晨姿装饰工程有限公司,Z,90.0,APP,3,34.3,M,汉,5163,4,1.0,MATE,SIBLING,1.0,85.51,河南省,CONSUME,1.0,,34.7436411288253,114.47277394459552,ANDROID,,0
AWJ_CODE,100000,105.0,沈阳市,佳味打卤面饺子馆,Z,90.0,XCX,4,36.6,F,汉,4610,4,1.0,FATHER,FRIENDS,2.0,70.0,辽宁省,CONSUME,1.0,,41.77831217447917,123.45541314019096,ANDROID,,1
LXJ_CODE,100000,,长沙市,私营业主,Z,90.0,XCX,2,33.5,F,汉,4887,3,1.0,MATE,FRIENDS,1.0,70.0,湖南省,CONSUME,1.0,,28.175040418836804,113.66266059027778,ANDROID,,0
AWJ_CODE,100000,105.0,济南市,赵娜个人工作室,Z,90.0,XCX,3,34.8,F,汉,4453,4,1.0,RELATIVES,RELATIVES,1.0,70.0,山东省,CONSUME,1.0,,36.66797732428732,117.03465838668704,IOS,,0
LXJ_CODE,100000,309.0,安庆市,安庆瑞通汽车销售服务有限公司,H,54.0,XCX,3,43.1,F,汉,3080,2,1.0,PARENTS,FATHER,1.0,70.0,安徽省,CONSUME,1.0,,30.539213,117.089842,IOS,,0
LXJ_CODE,100000,,天门市,武汉萱彩服饰有限公司,C,24.0,APP,4,36.8,M,汉,3722,3,,MATE,FRIENDS,1.0,70.0,湖北省,CONSUME,1.0,,30.502292,114.366259,ANDROID,False,0
JY_CODE,100000,103.0,上海市,上海玺慈实业,C,24.0,APP,2,47.7,F,汉,99999,4,1.0,PARENTS,CHILDREN,2.0,89.496,上海市,CONSUME,1.0,,31.155454317980737,121.13055310467274,ANDROID,,0
AWJ_CODE,100000,,衡阳市,北京观道赶紧有限公司深圳分公司,Z,90.0,APP,3,22.3,M,汉,2689,2,1.0,FATHER,FATHER,2.0,94.29,湖南省,CONSUME,1.0,,26.4331681022096,112.85298931940082,ANDROID,,0
AWJ_CODE,100000,306.0,江门市,通标标准技术服务有限公司广州分公司,H,54.0,XCX,4,32.1,M,汉,5907,4,1.0,FATHER,MATE,2.0,85.7885,广东省,CONSUME,1.0,,23.011906823220787,113.8140423393741,IOS,,0
LXJ_CODE,100000,102.0,台州市,摩西摩西童装店,H,54.0,APP,2,37.9,F,汉,4295,3,1.0,PARENTS,FRIENDS,3.0,70.0,浙江省,CONSUME,1.0,,28.614899230909383,121.4487046982057,ANDROID,,0
LXJ_CODE,100000,102.0,北京市,北京市朝阳区小关街道办事处惠新里社区服务站,Z,90.0,XCX,4,38.1,F,汉,3526,3,1.0,PARENTS,FRIENDS,2.0,70.0,北京市,CONSUME,1.0,,39.9779722764757,116.40838568793404,ANDROID,,0
LXJ_CODE,100000,,盐城市,江苏省苏州市昆山骏就熠有限公司,Z,90.0,APP,4,44.7,F,汉,3714,2,1.0,MATE,FRIENDS,1.0,76.66,江苏省,CONSUME,1.0,,32.724371770840456,120.4449545716554,ANDROID,,0
AWJ_CODE,100000,403.0,孝感市,中国华能湖北有限公司,Z,90.0,XCX,2,41.5,M,汉,3330,4,1.0,PARENTS,FRIENDS,2.0,70.0,湖北省,CONSUME,1.0,,30.91772947328162,113.6779057432972,ANDROID,,0
AWJ_CODE,100000,103.0,湘西土家族苗族自治州,张哥特色粉馆,I,54.0,APP,3,36.1,F,土家,4583,2,1.0,FATHER,COLLEAGUE,1.0,70.0,湖南省,CONSUME,1.0,,28.237319,109.693718,ANDROID,,0
LXJ_CODE,100000,103.0,株洲市,深圳市昊昌塑料有限公司,Z,90.0,XCX,2,37.9,M,汉,5311,2,1.0,PARENTS,SIBLING,1.0,70.0,湖南省,CONSUME,2.0,,28.19764539930556,113.13644368489584,ANDROID,,0
AWJ_CODE,100000,104.0,内江市,内江市市中区湘思雨家电维修服务部,O,17.0,XCX,2,37.5,M,汉,3969,4,1.0,MATE,FRIENDS,1.0,70.0,四川省,CONSUME,1.0,,29.51440525048237,104.89972695548568,ANDROID,,0
AWJ_CODE,100000,104.0,莆田市,陈梅洪个人工作室,Z,90.0,APP,2,42.0,M,汉,5304,3,1.0,MOTHER,MATE,1.0,70.0,福建省,CONSUME,1.0,,41.911555,124.064561,ANDROID,,0
AWJ_CODE,100000,102.0,杭州市,杭州稚友科技有限公司,Z,90.0,XCX,4,28.0,M,汉,6731,4,,MATE,FATHER,1.0,90.883,浙江省,CONSUME,1.0,,30.400319010416663,120.2581871202257,ANDROID,,0
AWJ_CODE,100000,,黔东南苗族侗族自治州,范文培个人工作室,Z,90.0,APP,2,44.9,M,苗,1049,2,1.0,FRIENDS,SIBLING,2.0,85.83,贵州省,CONSUME,1.0,,22.97094889048639,113.48964834768536,ANDROID,,0
LXJ_CODE,100000,,邯郸市,广州贾茹化妆品有限公司,Z,90.0,APP,2,35.3,F,汉,3926,4,1.0,MATE,COLLEAGUE,1.0,79.72,河北省,CONSUME,1.0,,36.56497909602866,114.81184537798362,ANDROID,,1
