partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
LXJ_CODE,100000.0,,成都市,余静个人工作室,Z,90.0,APP,3.0,31.7,F,汉,571.0,2.0,1.0,FATHER,SIBLING,2.0,94.29,四川省,CONSUME,1.0,,30.82940746819094,104.1653928450365,ANDROID,,0
AWJ_CODE,100000.0,,朝阳市,济南铁路局集团有限公司,Z,90.0,APP,3.0,28.0,M,汉,2331.0,4.0,1.0,MATE,SIBLING,2.0,100.0,辽宁省,CONSUME,1.0,,41.41773082510526,119.65113600605385,ANDROID,,0
LXJ_CODE,100000.0,,朝阳市,济南铁路局集团有限公司,Z,90.0,APP,3.0,28.0,M,汉,2331.0,4.0,1.0,MATE,SIBLING,2.0,100.0,辽宁省,CONSUME,1.0,,41.41773082510526,119.65113600605385,ANDROID,,0
AWJ_CODE,100000.0,103.0,上海市,上海荣德威汽车销售服务有限公司,H,54.0,APP,3.0,38.6,M,汉,5674.0,3.0,1.0,MATE,COLLEAGUE,1.0,90.566,上海市,CONSUME,1.0,,31.28936086367657,121.31982861064336,ANDROID,,0
LXJ_CODE,100000.0,,商丘市,郑州江流文化传播有限公司,Z,90.0,APP,4.0,26.8,M,汉,633.0,2.0,1.0,PARENTS,FRIENDS,2.0,83.33,河南省,CONSUME,1.0,,34.31444444015778,115.00608454111732,ANDROID,,0
AWJ_CODE,100000.0,102.0,沈阳市,大连银行营口分行,J,13.0,APP,4.0,36.7,M,汉,4373.0,2.0,,MATE,FRIENDS,1.0,87.152,辽宁省,CONSUME,1.0,,22.10479543126549,113.55020959340588,ANDROID,,0
LXJ_CODE,100000.0,103.0,潜江市,甜老板的龙虾大排档,I,54.0,APP,4.0,24.2,M,汉,1976.0,2.0,1.0,FATHER,FRIENDS,2.0,87.91732,湖北省,CONSUME,1.0,,30.51351565301996,114.22605142519696,IOS,,0
YXM_CODE,,,衡阳市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
LXJ_CODE,100000.0,105.0,大连市,天津鱼谦餐饮管理有限公司天佑城分公司,I,54.0,APP,2.0,27.2,M,汉,1082.0,2.0,,FATHER,FRIENDS,2.0,92.563,辽宁省,CONSUME,3.0,,38.91647842962222,121.60461638184807,IOS,,0
AWJ_CODE,100000.0,,河池市,环江胜喝货物运输部,Z,90.0,APP,3.0,27.5,M,壮,1303.0,4.0,1.0,FRIENDS,FATHER,2.0,100.0,广西壮族自治区,CONSUME,1.0,,25.25263744984679,108.50808445391264,ANDROID,,0
AWJ_CODE,100000.0,,合肥市,皖之旅国际旅行社,O,17.0,APP,3.0,34.1,M,汉,519.0,2.0,1.0,FATHER,FRIENDS,2.0,70.0,安徽省,CONSUME,1.0,,30.513325,117.057693,ANDROID,,0
LXJ_CODE,100000.0,102.0,株洲市,中山市继文家具有限公司,Z,90.0,APP,3.0,47.5,M,汉,6261.0,3.0,1.0,MATE,FRIENDS,1.0,70.0,湖南省,CONSUME,1.0,,22.728121,113.330846,ANDROID,False,0
AWJ_CODE,100000.0,104.0,威海市,山东凯奇餐饮有限公司,I,54.0,XCX,2.0,43.8,M,汉,4186.0,2.0,1.0,MATE,FRIENDS,1.0,95.0,山东省,CONSUME,2.0,,36.97327112963311,122.53093512422043,ANDROID,,0
AWJ_CODE,100000.0,105.0,金华市,水电安装,Z,90.0,APP,3.0,32.2,M,汉,6483.0,3.0,1.0,MOTHER,FRIENDS,1.0,70.0,浙江省,CONSUME,1.0,,29.17176,120.288716,ANDROID,,0
AWJ_CODE,100000.0,302.0,济宁市,周方正个人工作室,Z,90.0,XCX,4.0,22.8,M,汉,2648.0,4.0,1.0,FRIENDS,PARENTS,2.0,70.0,山东省,CONSUME,1.0,,36.87231116522609,121.7595628417883,ANDROID,,0
AWJ_CODE,100000.0,104.0,苏州市,力森诺科材料苏州有限公司,M,11.0,APP,4.0,28.3,M,汉,2697.0,2.0,1.0,FATHER,FRIENDS,2.0,70.0,江苏省,CONSUME,1.0,,31.27335541728198,120.8975462572866,ANDROID,,1
AWJ_CODE,100000.0,,常州市,钟楼区五星点圈绘画培训中心,P,13.0,APP,2.0,43.8,M,汉,3662.0,4.0,,MATE,OTHER,1.0,70.0,江苏省,CONSUME,1.0,,31.781614459174858,119.9263842702468,ANDROID,,0
XYF_CODE,10000.0,105.0,济源市,华北瑞达油气工程技术服务有限责任公司,C,24.0,APP,3.0,31.4,M,汉,449.0,2.0,,FATHER,FRIENDS,2.0,70.0,河南省,CONSUME,,12.0,41.79316615191547,84.2726269524408,ANDROID,False,0
LXJ_CODE,100000.0,,泰州市,高敏个人工作室,Z,90.0,XCX,2.0,33.3,F,汉,6213.0,4.0,1.0,MOTHER,MATE,1.0,70.0,江苏省,CONSUME,1.0,,32.51315321180556,120.16612087673612,ANDROID,,0
LXJ_CODE,100000.0,,安庆市,来邦科技股份有限公司,G,13.0,XCX,3.0,25.9,M,汉,1717.0,3.0,1.0,PARENTS,FRIENDS,2.0,70.0,安徽省,CONSUME,1.0,,33.90322292751736,116.7563406032986,ANDROID,,0
AWJ_CODE,100000.0,103.0,宿迁市,泗洪县花园口诸葛烤鱼加盟店,Z,90.0,APP,2.0,36.0,F,汉,4339.0,2.0,1.0,MATE,FRIENDS,1.0,70.0,江苏省,CONSUME,1.0,,33.470468,118.216625,ANDROID,,0
AWJ_CODE,100000.0,,赣州市,于都县先水服饰有限公司,Z,90.0,APP,4.0,36.1,F,汉,4279.0,4.0,1.0,FRIENDS,COLLEAGUE,3.0,70.0,江西省,CONSUME,1.0,,29.47903227596832,120.15130117858216,ANDROID,,0
AWJ_CODE,100000.0,103.0,福州市,龙晖广告有限公司,R,17.0,APP,2.0,23.6,M,汉,2123.0,4.0,1.0,RELATIVES,FRIENDS,2.0,70.0,福建省,CONSUME,1.0,,25.73693167839525,119.4091463343458,ANDROID,,0
YXM_CODE,,,张家口市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
LXJ_CODE,100000.0,102.0,漳州市,食品行业,Z,90.0,XCX,2.0,39.7,M,汉,4042.0,4.0,1.0,PARENTS,RELATIVES,1.0,92.732,福建省,CONSUME,2.0,,23.72012266824508,117.1651570901968,ANDROID,False,0
AWJ_CODE,100000.0,104.0,泉州市,翔鑫塑料制品厂,C,24.0,APP,2.0,32.7,M,汉,6680.0,2.0,1.0,RELATIVES,FRIENDS,2.0,70.0,福建省,CONSUME,1.0,,24.909678,118.525777,ANDROID,,0
LXJ_CODE,100000.0,,平凉市,天津富士达自行车有限公司,H,54.0,XCX,2.0,38.3,F,汉,4528.0,2.0,1.0,MATE,FRIENDS,1.0,70.0,甘肃省,CONSUME,1.0,,39.05856689453125,117.45774468315972,ANDROID,,0
AWJ_CODE,100000.0,,西安市,仁洁智能科技有限公司,Z,90.0,XCX,4.0,34.5,M,汉,4320.0,4.0,1.0,MATE,FRIENDS,1.0,88.319,陕西省,CONSUME,1.0,,31.84862603081597,117.12514702690972,ANDROID,,0
AWJ_CODE,100000.0,,平凉市,天津富士达自行车有限公司,H,54.0,XCX,2.0,38.3,F,汉,4528.0,2.0,1.0,MATE,FRIENDS,1.0,70.0,甘肃省,CONSUME,1.0,,39.05856689453125,117.45774468315972,ANDROID,,0
AWJ_CODE,100000.0,403.0,邯郸市,袁小龙个人工作室,Z,90.0,APP,2.0,31.0,M,汉,6712.0,4.0,1.0,PARENTS,FRIENDS,2.0,70.0,河北省,CONSUME,1.0,,40.0797402725875,116.34809495063288,ANDROID,,0
YXM_CODE,,,白银市,,,,,,,,,,,,,,,,甘肃省,,,,,,,,0
LXJ_CODE,100000.0,,重庆市,李成康个人工作室,H,54.0,APP,2.0,25.6,M,汉,1285.0,4.0,,PARENTS,FRIENDS,2.0,70.0,重庆市,CONSUME,3.0,,22.545546,114.090338,ANDROID,False,0
LXJ_CODE,100000.0,103.0,南宁市,上海朗赫服饰有限公司,Z,90.0,XCX,3.0,38.1,F,汉,4278.0,4.0,,MATE,FRIENDS,1.0,81.8,广西壮族自治区,CONSUME,1.0,,22.85484212239584,108.3253493923611,ANDROID,,0
AWJ_CODE,100000.0,103.0,天水市,何萧个人工作室,Z,90.0,APP,2.0,42.9,M,汉,1778.0,4.0,1.0,MATE,FRIENDS,1.0,70.0,甘肃省,CONSUME,1.0,,34.58397652259034,105.71811923865408,ANDROID,,0
AWJ_CODE,100000.0,,商丘市,河南淮海精诚工业科技有限公司,Z,90.0,APP,2.0,38.7,M,汉,3699.0,2.0,1.0,SIBLING,FATHER,3.0,100.0,河南省,CONSUME,1.0,,34.08048827287839,116.08555114363143,ANDROID,,0
AWJ_CODE,100000.0,102.0,湛江市,深圳麦克维尔空调有限公司,C,24.0,APP,2.0,35.8,M,汉,6510.0,2.0,,MOTHER,FRIENDS,2.0,70.0,广东省,CONSUME,2.0,,22.678743,114.139357,ANDROID,,0
AWJ_CODE,100000.0,102.0,自贡市,重庆水工机械有限公司,Z,90.0,APP,4.0,42.4,M,汉,2080.0,4.0,1.0,MATE,FRIENDS,2.0,70.0,四川省,CONSUME,1.0,,25.03734725342717,102.6989593042626,ANDROID,,0
HXQB_CODE,100000.0,103.0,深圳市,赤湾集装箱码头有限公司,F,17.0,APP,4.0,41.0,M,汉,5872.0,3.0,1.0,PARENTS,MOTHER,1.0,77.783,广东省,CONSUME,2.0,,22.52204245168203,114.04686786560076,ANDROID,,0
LXJ_CODE,100000.0,,启东市,坤炎建材经营部,H,54.0,APP,4.0,33.8,M,汉,6096.0,3.0,1.0,MOTHER,MATE,1.0,88.05,江苏省,CONSUME,1.0,,31.803821,121.670529,ANDROID,False,0
LXJ_CODE,100000.0,,常德市,长沙商企云算技术有限公司,Z,90.0,XCX,4.0,23.7,F,汉,2622.0,2.0,1.0,PARENTS,SIBLING,2.0,70.0,湖南省,CONSUME,1.0,,30.71367364350005,104.11918129569789,ANDROID,,0
AWJ_CODE,100000.0,,湛江市,广州市一电设备有限公司,Z,90.0,APP,2.0,22.4,M,汉,2151.0,2.0,1.0,SIBLING,FRIENDS,2.0,100.0,广东省,CONSUME,1.0,,22.94383073151757,113.39046958043076,ANDROID,,0
LXJ_CODE,100000.0,,郑州市,郑州众岩建筑有限公司,Z,90.0,APP,3.0,25.3,M,汉,1563.0,2.0,1.0,PARENTS,COLLEAGUE,2.0,99.05,河南省,CONSUME,1.0,,34.770413325589615,113.8510814719142,ANDROID,,0
AWJ_CODE,100000.0,103.0,盐城市,江苏省七分甜有限公司,Z,90.0,XCX,3.0,22.8,F,汉,2774.0,4.0,1.0,MOTHER,COLLEAGUE,2.0,87.519,江苏省,CONSUME,1.0,,32.45456787109375,120.03837917751736,ANDROID,,0
YXM_CODE,,,六安市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
LXJ_CODE,100000.0,,惠州市,黄少雄个人工作室,Z,90.0,XCX,2.0,32.4,M,汉,5673.0,2.0,1.0,MATE,FRIENDS,1.0,89.6445,广东省,CONSUME,1.0,,23.019231,114.084133,ANDROID,False,0
