,,衡阳市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,张家口市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,白银市,,,,,,,,,,,,,,,,甘肃省,,,,,,,,0
,,六安市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,安庆市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,牡丹江市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,衡水市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,襄阳市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,阜新市,,,,,,,,,,,,,,,,辽宁省,,,,,,,,0
,,漳州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,日照市,,,,,,,,,,,,,,,,山东省,,,,,,,,1
,,许昌市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,安顺市,,,,,,,,,,,,,,,,贵州省,,,,,,,,0
,,清远市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,泰州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,广西柳州市,,,,,,,,,,,,,,,,广西壮族自治区,,,,,,,,0
,,宜宾市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
,,盐城市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,盐城市,,,,,,,,,,,,,,,,江苏省,,,,,,,,1
,,沈阳市,,,,,,,,,,,,,,,,辽宁省,,,,,,,,0
,,泉州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,南阳市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,泉州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,昭通市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,沈阳市,,,,,,,,,,,,,,,,辽宁省,,,,,,,,0
,,六安市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,福州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,福州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,重庆市,,,,,,,,,,,,,,,,重庆市,,,,,,,,0
,,泉州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,驻马店市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,贵阳市,,,,,,,,,,,,,,,,贵州省,,,,,,,,0
,,商丘市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,阜阳市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,鹤壁市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,南京市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,揭阳市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,重庆市,,,,,,,,,,,,,,,,重庆市,,,,,,,,0
,,唐山市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,驻马店市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,黔东南苗族侗族自治州,,,,,,,,,,,,,,,,贵州省,,,,,,,,0
,,烟台市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,赣榆县,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,临沧市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,张家口市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,郑州市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,武汉市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,福州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,永州市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,梅州市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
,,南京市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
,,重庆市,,,,,,,,,,,,,,,,重庆市,,,,,,,,0
,,沧州市,,,,,,,,,,,,,,,,河北省,,,,,,,,1
,,石家庄市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,唐山市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,商丘市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,德阳市,,,,,,,,,,,,,,,,四川省,,,,,,,,1
,,莆田市,,,,,,,,,,,,,,,,福建省,,,,,,,,1
,,天津市,,,,,,,,,,,,,,,,天津市,,,,,,,,0
,,漳州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,洛阳市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,南平市,,,,,,,,,,,,,,,,福建省,,,,,,,,1
,,益阳市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
,,六盘水市,,,,,,,,,,,,,,,,贵州省,,,,,,,,0
,,漳州市,,,,,,,,,,,,,,,,福建省,,,,,,,,0
,,温州市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
,,潍坊市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,重庆市,,,,,,,,,,,,,,,,重庆市,,,,,,,,0
,,枣庄市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,天津市,,,,,,,,,,,,,,,,天津市,,,,,,,,1
,,上海市,,,,,,,,,,,,,,,,上海市,,,,,,,,0
,,焦作市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,上海市,,,,,,,,,,,,,,,,上海市,,,,,,,,0
,,长沙市,,,,,,,,,,,,,,,,湖南省,,,,,,,,1
,,邯郸市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,承德市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,宿州市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,汉中市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
,,张家界市,,,,,,,,,,,,,,,,湖南省,,,,,,,,1
,,太原市,,,,,,,,,,,,,,,,山西省,,,,,,,,0
,,宁波市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
,,开封市,,,,,,,,,,,,,,,,河南省,,,,,,,,1
,,成都市,,,,,,,,,,,,,,,,四川省,,,,,,,,1
,,上海市,,,,,,,,,,,,,,,,上海市,,,,,,,,0
,,牡丹江市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,沧州市,,,,,,,,,,,,,,,,河北省,,,,,,,,0
,,荆州市,,,,,,,,,,,,,,,,湖北,,,,,,,,0
,,曲靖市,,,,,,,,,,,,,,,,云南省,,,,,,,,0
,,泉州市,,,,,,,,,,,,,,,,福建省,,,,,,,,1
,,滁州市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
,,濮阳市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
,,恩施土家族苗族自治州,,,,,,,,,,,,,,,,湖北省,,,,,,,,1
,,北京市,,,,,,,,,,,,,,,,北京市,,,,,,,,1
,,黄冈市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,伊春市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,天津市,,,,,,,,,,,,,,,,天津市,,,,,,,,0
,,天津市,,,,,,,,,,,,,,,,天津市,,,,,,,,1
,,荆州市,,,,,,,,,,,,,,,,湖北省,,,,,,,,0
,,枣庄市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,绥化地区,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,0
,,潍坊市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
,,西安市,,,,,,,,,,,,,,,,陕西省,,,,,,,,1
,,北京市,,,,,,,,,,,,,,,,北京市,,,,,,,,0
,,哈尔滨市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,1
,,张家口市,,,,,,,,,,,,,,,,河北省,,,,,,,,1
,,哈尔滨市,,,,,,,,,,,,,,,,黑龙江省,,,,,,,,1
,,宝鸡市,,,,,,,,,,,,,,,,陕西省,,,,,,,,0
