100000,105,昆明市,创语公司,Z,90,APP,2,33.9,M,回,7102,3,01,MATE,COLLEAGUE,1,88.374,云南省,CONSUME,02,,21.234299,101.686672,ANDROID,,0
100000,103,遂宁市,成都峻拓皓劳务有限公司,L,17,XCX,3,32.7,M,汉,5052,3,01,MATE,SIBLING,1,70,四川省,CONSUME,01,,30.38367377387153,103.8692591688368,ANDROID,,0
100000,,大理白族自治州,硕通机械租赁有限责任公司,L,17,APP,2,36.0,M,彝,5940,4,01,PARENTS,FRIENDS,1,70,云南省,CONSUME,01,,25.773628,101.274961,ANDROID,,0
100000,,遵义市,杭州星火教育,Z,90,APP,4,26.2,F,汉,1412,2,01,MOTHER,FRIENDS,2,70,贵州省,CONSUME,01,,30.272444579792049,120.22683401230286,ANDROID,,0
100000,,娄底市,湖南凝飞建筑劳务有限公司,Z,90,APP,3,37.6,M,汉,4268,4,01,MATE,FRIENDS,1,98.33,湖南省,CONSUME,01,,34.724735154105548,113.77019582048966,ANDROID,,1
100000,103,嘉兴市,杭州精益电子科技有限公司,G,13,XCX,3,40.4,M,汉,4245,3,01,MATE,FRIENDS,1,94.0,浙江省,CONSUME,01,,30.751680885213557,120.8074856032349,ANDROID,,1
100000,306,北京市,广发银行股份有限公司,Z,90,APP,4,41.0,F,汉,3712,3,01,PARENTS,RELATIVES,1,70,北京市,CONSUME,01,,39.73801834303006,116.36323516249789,ANDROID,,0
100000,103,新余市,袁雅文个人工作室,Z,90,APP,4,33.0,F,汉,6345,4,01,MATE,MOTHER,2,85.164,江西省,CONSUME,01,,27.860093285103205,114.65210409587984,ANDROID,,0
100000,,揭阳市,方晓武个人工作室,Z,90,APP,2,30.1,M,汉,498,2,01,PARENTS,OTHER,2,70,广东省,CONSUME,01,,22.838529,114.15696,ANDROID,,0
100000,,信阳市,丁学明个人工作室,F,17,APP,2,32.8,M,汉,5704,2,01,PARENTS,COLLEAGUE,1,89.54,河南省,CONSUME,01,,31.35957499423552,121.3152836639564,ANDROID,,0
100000,,自贡市,四川金管家商务咨询有限公司,Z,90,APP,3,33.8,M,汉,4473,4,01,MATE,FATHER,1,96.66,四川省,CONSUME,01,,27.576240966559515,116.64339884970856,ANDROID,,0
100000,105,西安市,西安市万科物业服务有限公司,L,17,XCX,3,34.9,F,汉,7101,4,01,FRIENDS,MOTHER,2,84.93,陕西省,CONSUME,01,,34.22691317129943,108.9452525311194,ANDROID,,1
100000,105,郑州市,自由职业,Z,90,APP,3,44.8,F,汉,3815,4,01,MATE,FRIENDS,1,77.566895,河南省,CONSUME,01,,34.78155565558038,113.634438518245,ANDROID,,0
100000,,上饶市,张建辉个人工作室,Z,90,APP,2,24.0,M,汉,1562,2,01,PARENTS,SIBLING,2,91.66,江西省,CONSUME,01,,28.577401297515224,116.76825541046576,ANDROID,,0
100000,,舟山市,浙江交投矿业有限公司,Z,90,APP,3,42.8,M,汉,1768,2,01,FATHER,FRIENDS,1,70,浙江省,CONSUME,01,,30.104001293275297,121.96275833081833,ANDROID,,0
100000,,保山市,昆明明菱电梯有限公司,Z,90,APP,3,29.5,M,彝,6224,4,01,FATHER,SIBLING,2,94.29,云南省,CONSUME,01,,25.098032406478408,99.17404477581607,ANDROID,,0
100000,102,唐山市,朱惠慧个人工作室,Z,90,XCX,3,24.2,F,汉,2441,2,01,MOTHER,FRIENDS,2,96.692,河北省,CONSUME,01,,28.19846717357942,112.87312658252542,IOS,,0
100000,102,重庆市,芭莎服饰商贸,Z,90,XCX,4,37.0,M,汉,3713,3,01,PARENTS,OTHER,2,70,重庆市,CONSUME,01,,29.574325043998326,106.53806282538335,ANDROID,,0
100000,102,许昌市,许昌晶智科技有限公司,G,13,APP,4,48.4,M,汉,5674,4,01,MATE,FATHER,1,70,河南省,CONSUME,01,,34.01567370916595,113.82447738455172,ANDROID,,0
100000,103,青岛市,魏本好个人工作室,H,54,APP,3,44.5,M,汉,1033,2,01,PARENTS,FRIENDS,1,88.568,山东省,CONSUME,01,,35.8716596977521,119.98647295083319,ANDROID,,0
100000,102,池州市,浙江亚特电器股份有限公司,C,24,APP,3,37.8,M,汉,4524,3,01,FATHER,SIBLING,2,93.201,安徽省,CONSUME,02,,22.762869213830798,108.29410193903795,ANDROID,,0
100000,102,荆州市,北京中海闻达信息技术有限公司,Z,90,XCX,3,35.6,M,汉,4588,4,01,MATE,PARENTS,1,90.558,湖北省,CONSUME,01,,30.75462796397297,114.21076605818458,IOS,,0
100000,105,苏州市,金鹅纺织,C,24,XCX,2,31.2,F,汉,6254,4,01,RELATIVES,CHILDREN,1,70,江苏省,CONSUME,01,,31.611412437602327,120.83254007471044,IOS,,1
100000,,渭南市,富平县鑫腾轩建筑工程有限公司,Z,90,APP,3,47.2,M,汉,346,2,01,MATE,FRIENDS,1,96.2,陕西省,CONSUME,01,,34.8951392243572,109.28059253083282,ANDROID,,0
100000,105,潍坊市,安丘市城市园林绿化处,E,24,XCX,4,45.5,M,汉,1271,2,01,MATE,FRIENDS,1,70,山东省,CONSUME,01,,36.44276874780404,119.23701629976122,ANDROID,,0
100000,,湛江市,广东海聚鲜有限公司。,Z,90,APP,2,40.6,M,汉,4124,2,01,PARENTS,SIBLING,3,77.763,广东省,CONSUME,01,,22.194989,112.86391,ANDROID,,0
100000,,黄山市,黄山经济开发区联家日盛超市,Z,90,APP,3,44.7,M,汉,4015,4,01,MATE,FRIENDS,1,100.0,安徽省,CONSUME,01,,29.779246638337324,118.56679284599369,ANDROID,,1
100000,,揭阳市,广东严实安全科技有限公司,Z,90,APP,3,23.4,M,汉,2476,2,01,SIBLING,FATHER,2,96.2,广东省,CONSUME,01,,31.212293237991277,121.28971514442229,ANDROID,,0
100000,105,吉林市,浙江启迪物业服务有限责任公司,Z,90,XCX,4,44.2,M,汉,2532,2,01,FATHER,FRIENDS,3,70,吉林省,CONSUME,01,,30.735198132558315,120.83640341927098,ANDROID,,0
100000,105,茂名市,广东宇灏建筑装饰工程有限公司,E,24,APP,2,39.0,F,汉,4910,4,01,MATE,FRIENDS,1,95.193,广东省,CONSUME,01,,21.55903835864612,110.68836829681352,ANDROID,,0
100000,,普洱市,普洱宏达,Z,90,APP,4,29.8,M,汉,6325,2,01,CHILDREN,FRIENDS,2,97.15,云南省,CONSUME,01,,22.946497991531865,101.25125239062412,ANDROID,,0
100000,,呼和浩特市,中国电信股份有限公司内蒙古分公司,Z,90,XCX,4,35.4,M,蒙古,26,2,01,PARENTS,COLLEAGUE,2,86.571,内蒙古自治区,CONSUME,01,,43.637762,122.277546,ANDROID,,0
100000,105,亳州市,宏志企业服务部,L,17,XCX,2,35.3,M,汉,5698,4,01,PARENTS,FRIENDS,1,90.457,安徽省,CONSUME,01,,33.135730435486518,116.40129124733109,ANDROID,,0
100000,,亳州市,秦勇个人工作室,Z,90,APP,3,40.4,M,汉,5288,2,01,PARENTS,FRIENDS,1,70,安徽省,CONSUME,01,,33.319568956163195,116.00108018663194,ANDROID,,0
100000,,荆门市,常州众义达商贸有限公司,Z,90,APP,2,46.1,M,汉,262,4,01,MATE,FRIENDS,1,82.5,湖北省,CONSUME,01,,30.787320236407888,112.46476783304579,ANDROID,,0
